industry,company,city,state,country,lat,lng,mat_paid,mat_unpaid,pat_paid,pat_unpaid,rating,treatedFairly,wouldRecommend,match401k,childcare,flextime,healthcare,vacationAllowance,balance,culture,flexibility,hours,policies
Technology,Applause,San Mateo,California,USA,37.5629917,-122.3255254,12,-5,2,-5,,,,null,null,null,null,52,15,15,,null,15
Technology,Mindtree,Bengaluru,,India,12.9715987,77.5945627,-5,20,-5,-5,,,,null,null,TRUE,null,20,15,15,,null,15
Technology,Organizer Inc.,Carlsbad,California,USA,33.1580933,-117.3505939,26,-5,-5,-5,,,,null,null,TRUE,null,26,15,15,,null,15
Technology,Spring,New York,New York,USA,40.7127753,-74.0059728,16,-5,-5,-5,,,,null,null,TRUE,null,16,15,15,,null,15
Technology,Cision,Chicago,Illinois,USA,41.8781136,-87.6297982,12,-5,-5,-5,,,,null,null,TRUE,null,12,15,15,,null,15
Technology,Uptake,Chicago,Illinois,USA,41.8781136,-87.6297982,12,-5,-5,-5,,,,null,null,null,null,12,15,15,,null,15
Technology,DreamHost,Los Angeles,California,USA,34.0522342,-118.2436849,8,-5,-5,-5,,,,null,null,null,FALSE,3,15,15,,null,15
Technology,Fairygodboss Inc.,New York,New York,USA,40.7127753,-74.0059728,12,12,12,-5,,,,null,null,null,null,,15,15,,null,15
Lifestyle,ICM Partners,Los Angeles,California,USA,34.0522342,-118.2436849,-5,-5,2,-5,,,,null,null,TRUE,null,2,15,15,,null,15
Technology,"Medical Information Technology, Inc.",Westwood,Massachusetts,USA,42.2139873,-71.2244987,6,10,2,14,,,,null,null,null,null,,15,15,,null,15
Technology,Trulia,San Francisco,California,USA,37.7749295,-122.4194155,10,-5,-5,-5,,,,null,null,TRUE,null,10,15,15,,null,15
Technology,Braintree,Chicago,Illinois,USA,41.8781136,-87.6297982,12,0,-5,-5,,,,null,null,null,null,,15,15,,null,15
Technology,"500friends, a Merkle Company",San Francisco,California,USA,37.7749295,-122.4194155,10,6,-5,-5,,,,null,null,FALSE,null,,15,15,,null,15
Technology,Applied Materials Inc,Santa Clara,California,USA,37.3541079,-121.9552356,16,-5,-5,-5,,,,null,null,null,null,3,15,15,,null,15
Technology,Change.org,San Francisco,California,USA,37.7749295,-122.4194155,18,-5,18,-5,,,,null,null,null,null,5,15,15,,null,15
Lifestyle,Regal Entertainment Group,Knoxville,Tennessee,USA,35.9606384,-83.9207392,6,6,-5,-5,,,,null,null,null,null,,15,15,,null,15
Technology,Volusion,Austin,Texas,USA,30.267153,-97.7430608,4,-5,-5,-5,,,,null,null,null,null,4,15,15,,null,15
Technology,JustGiving,London,,United Kingdom,51.5073509,-0.1277583,16,-5,4,-5,,,,null,null,null,null,,15,15,,null,15
Technology,Youtube,San Bruno,California,USA,37.6304904,-122.4110835,18,-5,-5,-5,,,,null,null,null,null,3,15,15,,null,15
Technology,LearnVest,New York,New York,USA,40.7127753,-74.0059728,6,-5,-5,-5,,,,null,null,null,null,52,15,15,,null,15
Technology,Pure Storage,Mountain View,California,USA,37.3860517,-122.0838511,12,-5,-5,-5,,,,null,null,null,null,52,15,15,,null,15
Technology,"Spillman Technologies, Inc.",Salt Lake City,Utah,USA,40.7607793,-111.8910474,6,3,0,0,,,,null,null,null,null,,15,15,,null,15
Technology,Sugarcrm,Cupertino,California,USA,37.3229978,-122.0321823,6,-5,-5,-5,,,,null,null,null,null,3,15,15,,null,15
Technology,InterActiveCorp,New York,New York,USA,40.7127753,-74.0059728,12,-5,4,-5,,,,null,null,null,null,3,15,15,,null,15
Technology,Scoutmob,Atlanta,Georgia,USA,33.7489954,-84.3879824,6,-5,-5,-5,,,,null,null,TRUE,null,6,15,15,,null,15
Technology,Carbonite,Boston,Massachusetts,USA,42.3600825,-71.0588801,8,4,-5,-5,,,,null,null,TRUE,null,,15,15,,null,15
Technology,Q2ebanking,Austin,Texas,USA,30.267153,-97.7430608,8,4,-5,-5,,,,null,null,null,null,,15,15,,null,15
Technology,Jellyvision,Chicago,Illinois,USA,41.8781136,-87.6297982,12,-5,4,8,,,,null,null,TRUE,null,,15,15,,null,15
Technology,Domo,American Fork,Utah,USA,40.3768954,-111.7957645,4,-5,-5,-5,,,,null,null,null,null,4,15,15,,null,15
Technology,Mattermark,San Francisco,California,USA,37.7749295,-122.4194155,12,-5,-5,-5,,,,null,null,null,TRUE,12,15,15,,null,15
Technology,DoorDash,San Francisco,California,USA,37.7749295,-122.4194155,8,4,-5,-5,,,,null,null,null,null,,15,15,,null,15
Technology,AppFog,Portland,Oregon,USA,45.5230622,-122.6764815,12,-5,-5,-5,,,,null,null,null,null,3,15,15,,null,15
Technology,Geek Squad,Richfield,Minnesota,USA,44.8832982,-93.2830021,0,12,-5,-5,,,,TRUE,null,TRUE,TRUE,,15,15,,null,15
Technology,Answers Corporation,New York,New York,USA,40.7127753,-74.0059728,6,6,-5,-5,,,,TRUE,null,TRUE,TRUE,,15,15,,null,15
Technology,SoundCloud,Amsterdam,,Netherlands,52.3702157,4.8951679,16,0,8,8,,,,null,null,null,null,4 ,15,15,,null,15
Technology,"Lookout, Inc.",San Francisco,California,USA,37.7749295,-122.4194155,4,-5,-5,-5,,,,FALSE,null,TRUE,TRUE,4,15,15,,null,15
Lifestyle,TuneIn,San Francisco,California,USA,37.7749295,-122.4194155,12,-5,6,-5,,,,null,null,FALSE,null,,15,15,,null,15
Technology,Jawbone,San Francisco,California,USA,37.7749295,-122.4194155,12,-5,-5,-5,,,,null,null,FALSE,null,52,15,15,,null,15
Technology,Neo Technology,San Mateo,California,USA,37.5629917,-122.3255254,12,-5,6,6,,,,null,null,null,null,3,15,15,,null,15
Advertising and Creative Services,Advertising.com,Baltimore,Maryland,USA,39.2903848,-76.6121893,12,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,3,16,16,,null,16
Information Services,New York Stock Exchange,New York,New York,USA,40.7127753,-74.0059728,12,12,-5,-5,,,,TRUE,null,TRUE,TRUE,,16,16,,null,16
Advertising and Creative Services,NPD Group,Port Washington,New York,USA,40.8256561,-73.6981858,5,7,-5,-5,,,,TRUE,null,TRUE,TRUE,,16,16,,null,16
Advertising and Creative Services,iCrossing,New York,New York,USA,40.7127753,-74.0059728,8,-5,4,-5,,,,TRUE,null,null,null,,16,16,,null,16
"Defense, Air, & Space",Aerojet Rocketdyne,Sacramento,California,USA,38.5815719,-121.4943996,-5,12,-5,-5,,,,TRUE,null,null,FALSE,3,16,16,,null,16
Advertising and Creative Services,Say Media,San Francisco,California,USA,37.7749295,-122.4194155,6,-5,-5,-5,,,,FALSE,null,TRUE,TRUE,52,16,16,,null,16
Information Services,Zuora,San Mateo,California,USA,37.5629917,-122.3255254,12,-5,6,6,,,,FALSE,null,null,TRUE,3,16,16,,null,16
Information Services,Proquest,Ann Arbor,Michigan,USA,42.2808256,-83.7430378,-5,13,-5,-5,,,,null,null,null,null,3,16,16,,null,16
Advertising and Creative Services,MediaCom,New York,New York,USA,40.7127753,-74.0059728,9,-5,-5,-5,,,,null,null,null,TRUE,9,16,16,,null,16
Advertising and Creative Services,Blue State Digital,New York,New York,USA,40.7127753,-74.0059728,16,-5,-5,-5,,,,null,null,TRUE,TRUE,52,16,16,,null,16
Advertising and Creative Services,Centro,Chicago,Illinois,USA,41.8781136,-87.6297982,8,-5,-5,-5,,,,null,null,null,null,3,16,16,,null,16
Advertising and Creative Services,CGI Interactive,Westboro,Massachusetts,USA,42.2695216,-71.6161294,10,2,-5,-5,,,,null,null,null,null,,16,16,,null,16
Advertising and Creative Services,IPG Mediabrands,New York,New York,USA,40.7127753,-74.0059728,6,-5,-5,-5,,,,null,null,TRUE,null,6,16,16,,null,16
Information Services,Ipreo Holdings LLC,New York,New York,USA,40.7127753,-74.0059728,6,6,-5,-5,,,,null,null,null,null,,16,16,,null,16
Advertising and Creative Services,GfK,Nuremberg,,Germany,49.4521018,11.0766654,2,14,2,2,,,,null,null,null,null,,16,16,,null,16
Advertising and Creative Services,Crispin Porter + Bogusky,Boulder,Colorado,USA,40.0149856,-105.2705456,12,-5,12,-5,,,,null,null,null,null,,16,16,,null,16
Advertising and Creative Services,Jana,Boston,Massachusetts,USA,42.3600825,-71.0588801,8,4,8,4,,,,null,null,null,null,,16,16,,null,16
Advertising and Creative Services,Advantage Sales and Marketing,Irvine,California,USA,33.6845673,-117.8265049,0,12,0,-5,,,,null,FALSE,null,null,2,16,16,,null,16
Advertising and Creative Services,SapientRazorfish,New York,New York,USA,40.7127753,-74.0059728,12,-5,2,-5,,,,null,null,null,null,,16,16,,null,16
Information Services,Dun & Bradstreet,Short Hills,New Jersey,USA,40.7483499,-74.3232194,16,20,2,-5,,,,null,FALSE,null,null,,16,16,,null,16
Information Services,Amino Inc.,San Francisco,California,USA,37.7749295,-122.4194155,12,-5,10,-5,,,,null,null,null,null,,16,16,,null,16
Information Services,Digital Realty,San Francisco,California,USA,37.7749295,-122.4194155,12,-5,12,-5,,,,null,null,null,null,,16,16,,null,16
Information Services,Sprout Social,Chicago,Illinois,USA,41.8781136,-87.6297982,16,-5,6,-5,,,,null,null,null,null,52,16,16,,null,16
Advertising and Creative Services,T-3,Houston,Texas,USA,29.7604267,-95.3698028,12,-5,-5,-5,,,,null,null,TRUE,TRUE,12,16,16,,null,16
Information Services,Pomeroy IT Solutions,Hebron,Kentucky,USA,39.0661472,-84.7031888,12,-5,-5,-5,,,,null,null,TRUE,null,12,16,16,,null,16
Advertising and Creative Services,Fallon,Minneapolis,Minnesota,USA,44.977753,-93.2650108,6,-5,6,-5,,,,null,null,null,null,,16,16,,null,16
Advertising and Creative Services,Media Assembly,New York,New York,USA,40.7127753,-74.0059728,-5,-5,2,-5,,,,null,null,TRUE,null,2,16,16,,null,16
Advertising and Creative Services,Ansira,St Louis,Missouri,USA,38.6270025,-90.1994042,5,7,-5,-5,,,,null,null,null,null,,16,16,,null,16
Real Estate,CubeSmart,Malvern,Pennsylvania,USA,40.0362184,-75.5138118,1,11,-5,-5,,,,TRUE,null,null,FALSE,,17,17,,null,17
Real Estate,Hines,Houston,Texas,USA,29.7604267,-95.3698028,6,6,-5,-5,,,,TRUE,null,null,FALSE,,17,17,,null,17
Real Estate,Beacon Communities LLC,Boston,Massachusetts,USA,42.3600825,-71.0588801,-5,-5,-5,12,,,,null,null,TRUE,null,12,17,17,,null,17
Real Estate,SL Green Realty Corp,New York,New York,USA,40.7127753,-74.0059728,6,6,0,0,,,,null,null,null,null,,18,18,,null,18
Electronics,Philips,Amsterdam,,Netherlands,52.3702157,4.8951679,8,-5,-5,-5,,,,null,null,TRUE,null,8,19,19,,null,19
Electronics,FCI Electronics,Etters,Pennsylvania,USA,40.152593,-76.7502467,-5,50,-5,-5,,,,null,null,TRUE,null,50,19,19,,null,19
Electronics,"Mettler-Toledo International, Inc",Columbus,Ohio,USA,39.9611755,-82.9987942,0,12,0,0,,,,null,null,null,null,,19,19,,null,19
Educational Services,Discovery Education,Silver Spring,Maryland,USA,38.9906657,-77.026088,4,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,4,20,20,,null,20
Consumer Goods,Boston Beer Company,Boston,Massachusetts,USA,42.3600825,-71.0588801,1,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,3,20,20,,null,20
Pharmaceutical,Precision for Medicine,Bethesda,Maryland,USA,38.984652,-77.0947092,0,12,-5,-5,,,,TRUE,null,null,TRUE,,20,20,,null,20
Colleges & Universities,Southern Methodist University,Dallas,Texas,USA,32.7766642,-96.7969879,8,4,-5,-5,,,,TRUE,null,null,TRUE,,20,20,,null,20
Colleges & Universities,Delaware County Community College,Media,Pennsylvania,USA,39.9167783,-75.387693,-5,12,-5,-5,,,,TRUE,null,null,TRUE,12,20,20,,null,20
Colleges & Universities,Ashland University,Ashland,Ohio,USA,40.8686675,-82.3182178,0,12,-5,-5,,,,TRUE,null,null,TRUE,,20,20,,null,20
Colleges & Universities,Strayer University,Herndon,Virginia,USA,38.9695545,-77.3860976,2,12,2,12,,,,TRUE,null,null,null,,20,20,,null,20
Consumer Goods,Stonyfield Farm,Londonderry,New Hampshire,USA,42.8651298,-71.3739272,20,-5,-5,-5,,,,TRUE,null,null,FALSE,20,20,20,,null,20
Colleges & Universities,Broward College,Fort Lauderdale,Florida,USA,26.1224386,-80.1373174,-5,12,-5,-5,,,,TRUE,null,null,TRUE,2,20,20,,null,20
Colleges & Universities,St. Edward's University,Austin,Texas,USA,30.267153,-97.7430608,8,4,-5,-5,,,,TRUE,null,null,FALSE,,20,20,,null,20
Pharmaceutical,Alnylam,Cambridge,Massachusetts,USA,42.3736158,-71.1097335,10,4,2,-5,,,,TRUE,null,null,FALSE,,20,20,,null,20
Electronics,Sensata,Attleboro,Massachusetts,USA,41.9445441,-71.2856082,4,-5,-5,-5,,,,TRUE,null,null,FALSE,4,20,20,,null,20
Consumer Goods,Schwan Food Company,Marshall,Minnesota,USA,44.448423,-95.7911916,-5,6,6,-5,,,,TRUE,null,null,FALSE,2.,20,20,,null,20
Educational Services,Los Angeles Unified School District,Los Angeles,California,USA,34.0522342,-118.2436849,8,-5,-5,-5,,,,null,null,TRUE,TRUE,3,20,20,,null,20
Pharmaceutical,Alcon,Fort Worth,Texas,USA,32.7554883,-97.3307658,6,6,-5,-5,,,,null,null,null,null,,20,20,,null,20
Consumer Goods,The J.M. Smucker Company,Orrville,Ohio,USA,40.8436663,-81.7640212,6,6,-5,-5,,,,null,null,null,null,,20,20,,null,20
Educational Services,Skillcrush,New York,New York,USA,40.7127753,-74.0059728,8,8,8,8,,,,null,null,null,null,,20,20,,null,20
Pharmaceutical,Grifols,Barcelona,Spain,USA,38.7902879,-90.1948013,-5,12,-5,12,,,,null,null,null,null,,20,20,,null,20
Pharmaceutical,Roche Holding AG,Basel,,Switzerland,47.5595986,7.5885761,10,7,-5,-5,,,,null,null,null,null,,20,20,,null,20
Educational Services,Prometric Testing,Baltimore,Maryland,USA,39.2903848,-76.6121893,8,-5,-5,-5,,,,null,null,null,null,8,20,20,,null,20
Colleges & Universities,Central Oregon Community College,Bend,Orgeon,USA,44.0581728,-121.3153096,1,16,1,16,,,,null,null,null,null,,20,20,,null,20
Pharmaceutical,Lonza Group,Basel,,Switzerland,47.5595986,7.5885761,12,-5,-5,-5,,,,null,null,TRUE,null,12,20,20,,null,20
Consumer Goods,R. J. Reynolds Tobacco Company,Winston-Salem,North Carolina,USA,36.0998596,-80.244216,-5,6,-5,-5,,,,null,null,TRUE,null,6,20,20,,null,20
Consumer Goods,"Commonwealth Dairy, LLC",Brattleboro,Vermont,USA,42.8509152,-72.5578678,0,6,0,-5,,,,null,null,null,null,,20,20,,null,20
Pharmaceutical,Mylan,Canonsburg,Pennsylvania,USA,40.2625702,-80.1872797,6,-5,-5,-5,,,,null,null,null,null,2,20,20,,null,20
Consumer Goods,Newell Rubbermaid,Hoboken,New Jersey,USA,40.7439905,-74.0323626,6,6,-5,-5,,,,null,null,null,null,,20,20,,null,20
Educational Services,Morristown-Beard School,Morristown,New Jersey,USA,40.7967667,-74.4815438,6,20,1,12,,,,null,null,null,null,,20,20,,null,20
Educational Services,Baltimore County Public Schools,Baltimore,Maryland,USA,39.2903848,-76.6121893,0,12,-5,-5,,,,null,null,null,TRUE,,20,20,,null,20
Consumer Goods,Mccormick,Baltimore,Maryland,USA,39.2903848,-76.6121893,6,-5,-5,-5,,,,null,null,null,null,2,20,20,,null,20
Consumer Goods,Plum Organics,Emeryville,California,USA,37.831316,-122.2852473,8,-5,2,-5,,,,null,null,null,null,,20,20,,null,20
Educational Services,Research Square,Durham,North Carolina,USA,35.9940329,-78.898619,3,-5,-5,-5,,,,null,null,null,null,3,20,20,,null,20
Pharmaceutical,Seqirus Worldwide,Maidenhead,,United Kingdom,51.522414,-0.7219,6,12,-5,-5,,,,null,null,TRUE,null,,20,20,,null,20
Colleges & Universities,The Wharton School,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,6,6,-5,-5,,,,null,null,null,null,,20,20,,null,20
Colleges & Universities,University of South Carolina,Columbia,South Carolina,USA,34.0007104,-81.0348144,0,12,0,12,,,,null,null,TRUE,null,,20,20,,null,20
Colleges & Universities,Webster University,Webster Groves,Missouri,USA,38.5925524,-90.3573389,-5,12,-5,-5,,,,null,null,null,null,2,20,20,,null,20
Educational Services,Galvanize,Denver,Colorado,USA,39.7392358,-104.990251,4,8,-5,-5,,,,null,null,TRUE,null,,20,20,,null,20
Educational Services,Management Concepts,Green Bay,Wisconsin,USA,44.519159,-88.019826,6,-5,-5,-5,,,,null,null,TRUE,null,6,20,20,,null,20
Consumer Goods,Hormel Foods Corporation,Austin,Minnesota,USA,43.6666296,-92.9746367,-5,12,-5,-5,,,,null,null,null,null,12,20,20,,null,20
Colleges & Universities,"California State University, Sacramento",Sacramento,California,USA,38.5815719,-121.4943996,6,-5,-5,-5,,,,null,null,null,null,6,20,20,,null,20
Educational Services,Khan Academy,Mountain View,California,USA,37.3860517,-122.0838511,12,-5,-5,-5,,,,null,null,TRUE,null,12,20,20,,null,20
Financial Services,OneMain Financial,Evansville,Indiana,USA,37.9715592,-87.5710898,13,0,-5,-5,,,,TRUE,null,null,TRUE,,21,21,,null,21
Financial Services,Renovate America,San Diego,California,USA,32.715738,-117.1610838,12,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,52,21,21,,null,21
Financial Services,Geller & Company,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,,,,TRUE,null,TRUE,TRUE,,21,21,,null,21
Financial Services,Intercontinental Exchange,Atlanta,Georgia,USA,33.7489954,-84.3879824,12,0,1,-5,,,,TRUE,FALSE,FALSE,FALSE,,21,21,,null,21
Financial Services,Janus Capital Group,Denver,Colorado,USA,39.7392358,-104.990251,12,-5,-5,-5,,,,TRUE,null,null,FALSE,4,21,21,,null,21
Financial Services,Jeffries & Company,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,,,,TRUE,null,null,FALSE,3,21,21,,null,21
Financial Services,ZestFinance,Los Angeles,California,USA,34.0522342,-118.2436849,24,-5,-5,-5,,,,null,null,TRUE,null,24,21,21,,null,21
Financial Services,Castleton Commodities International,Stamford,Connecticut,USA,41.0534302,-73.5387341,-5,12,-5,-5,,,,null,null,TRUE,null,12,21,21,,null,21
Hospitality,Blue Apron,New York,New York,USA,40.7127753,-74.0059728,8,-5,-5,-5,,,,null,null,null,null,52,21,21,,null,21
Financial Services,AEGON,The Hague,,Netherlands,52.0704978,4.3006999,2,-5,-5,-5,,,,null,null,null,null,2,21,21,,null,21
Financial Services,CME Group,Chicago,Illinois,USA,41.8781136,-87.6297982,2,10,0,-5,,,,null,FALSE,null,#VALUE!,,21,21,,null,21
Financial Services,GVW Group,Highland Park,Illinois,USA,42.1816918,-87.8003437,6,6,-5,-5,,,,null,null,TRUE,null,,21,21,,null,21
Financial Services,Access Bank,Lagos,Nigeria,USA,6.440536,3.4067831,12,-5,1,-5,,,,null,null,null,null,,21,21,,null,21
Financial Services,Citizens Bank,Providence,Rhode Island,USA,41.8239891,-71.4128343,6,6,1,-5,,,,null,FALSE,null,null,,21,21,,null,21
Hospitality,Virgin Active,London,,United Kingdom,51.5073509,-0.1277583,13,21,-5,-5,,,,null,null,TRUE,null,,21,21,,null,21
Hospitality,GRAND HYATT SAN ANTONIO,San Antonio,Texas,USA,29.4241219,-98.4936282,8,-5,2,-5,,,,null,null,null,null,,21,21,,null,21
Financial Services,Lincoln National Corporation,Radnor,Pennsylvania,USA,40.043912,-75.3754599,6,6,-5,-5,,,,null,null,null,null,,21,21,,null,21
Financial Services,Russell Investments,Seattle,Washington,USA,47.6062095,-122.3320708,12,-5,2,-5,,,,null,null,null,null,3,21,21,,null,21
Hospitality,Yum! Brands,Louisville,Kentucky,USA,38.2526647,-85.7584557,18,-5,6,-5,,,,null,null,null,null,,21,21,,null,21
Financial Services,Apax Partners,London,,United Kingdom,51.5073509,-0.1277583,12,-5,-5,-5,,,,null,null,TRUE,null,12,21,21,,null,21
Hospitality,Dave & Buster's,Dallas,Texas,USA,32.7766642,-96.7969879,6,-5,-5,-5,,,,null,null,TRUE,null,6,21,21,,null,21
Financial Services,Lombard Odier,Geneva,,Switzerland,46.2043907,6.1431577,12,-5,-5,-5,,,,null,null,TRUE,null,12,21,21,,null,21
Hospitality,HMSHost,Bethesda,Maryland,USA,38.984652,-77.0947092,12,-5,-5,-5,,,,null,null,TRUE,null,12,21,21,,null,21
Financial Services,FirstMerit Bank,Akron,Ohio,USA,41.0814447,-81.5190053,6,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,3,21,21,,null,21
Financial Services,CitiMortgage,O'Fallon,Missouri,USA,38.8106075,-90.6998477,13,0,-5,-5,,,,TRUE,null,TRUE,TRUE,,21,21,,null,21
Financial Services,"Susquehanna International Group, LLP",Bala Cynwyd,Pennsylvania,USA,40.0131418,-75.2304038,14,-5,-5,-5,,,,null,null,TRUE,null,3,21,21,,null,21
Financial Services,Paulson & Co.,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,,,,null,null,TRUE,null,12,21,21,,null,21
Hospitality,Apple Gold Group,Raleigh,North Carolina,USA,35.7795897,-78.6381787,-5,12,-5,-5,,,,TRUE,null,TRUE,TRUE,1,22,22,,null,22
Media,CNN,Atlanta,Georgia,USA,33.7489954,-84.3879824,12,-5,-5,-5,,,,TRUE,null,null,TRUE,3,22,22,,null,22
Insurance,Highmark Inc.,Pittsburgh,Pennsylvania,USA,40.4406248,-79.9958864,6,6,-5,-5,,,,TRUE,null,TRUE,TRUE,,22,22,,null,22
Media,Business Insider,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,,,,TRUE,null,TRUE,TRUE,,22,22,,null,22
Media,Marvel,New York,New York,USA,40.7127753,-74.0059728,8,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,2,22,22,,null,22
Insurance,Great American Insurance Group,Cincinnati,Ohio,USA,39.1031182,-84.5120196,6,-5,-5,-5,,,,TRUE,null,null,FALSE,6,22,22,,null,22
Legal Services,LegalZoom,Austin,Texas,USA,30.267153,-97.7430608,12,-5,-5,-5,,,,TRUE,null,null,FALSE,4,22,22,,null,22
Insurance,MedRisk,King of Prussia,Pennsylvania,USA,40.1012856,-75.3835525,6,6,-5,-5,,,,TRUE,null,null,FALSE,,22,22,,null,22
Media,Times Of India,Mumbai,,India,19.0759837,72.8776559,-5,-5,52,-5,,,,null,null,TRUE,null,52,22,22,,null,22
Hospitality,Buffalo Wild Wings,Minneapolis,Minnesota,USA,44.977753,-93.2650108,4,-5,-5,-5,,,,null,null,null,TRUE,1,22,22,,null,22
Hospitality,Checkers and Rally's,Tampa,Florida,USA,27.950575,-82.4571776,4,-5,-5,-5,,,,null,null,TRUE,null,4,22,22,,null,22
Media,Liberty Interactive Corporation,Englewood,Colorado,USA,39.6477653,-104.9877597,10,-5,-5,-5,,,,null,null,null,null,2,22,22,,null,22
Insurance,Security Mutual Life Insurance Co,Binghamton,New York,USA,42.0986867,-75.9179738,6,-5,-5,-5,,,,null,null,TRUE,null,6,22,22,,null,22
Insurance,Premera Blue Cross,Mountlake Terrace,Washington,USA,47.7881528,-122.3087405,-5,12,-5,-5,,,,null,null,null,null,3,22,22,,null,22
"Defense, Air, & Space",Bristow Helicopters,Dyce,,United Kingdom,57.203514,-2.190188,4,12,-5,-5,,,,null,null,TRUE,null,,22,22,,null,22
Media,Wikia,San Francisco,California,USA,37.7749295,-122.4194155,12,-5,-5,-5,,,,null,null,TRUE,null,12,22,22,,null,22
Hospitality,Wynn Las Vegas,Las Vegas,Nevada,USA,36.1699412,-115.1398296,-5,12,-5,-5,,,,null,null,null,null,2,22,22,,null,22
Insurance,Symetra,Bellevue,Washington,USA,47.6101497,-122.2015159,12,-5,-5,-5,,,,null,null,null,null,2,22,22,,null,22
Media,Bravo TV,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,,,,null,null,null,null,,22,22,,null,22
Insurance,"Genworth Financial, Inc.",Richmond,Virginia,USA,37.5407246,-77.4360481,-5,12,-5,-5,,,,null,null,null,null,4,22,22,,null,22
Insurance,Amerigroup,Virginia Beach,Virginia,USA,36.8529263,-75.977985,6,6,-5,-5,,,,null,null,null,null,,22,22,,null,22
Media,New York Media LLC,New York,New York,USA,40.7127753,-74.0059728,8,4,2,10,,,,null,null,null,null,,22,22,,null,22
Media,New York Daily News,New York,New York,USA,40.7127753,-74.0059728,-5,12,-5,-5,,,,null,null,null,null,3,22,22,,null,22
Media,HBO,New York,New York,USA,40.7127753,-74.0059728,10,-5,-5,-5,,,,null,null,null,TRUE,10,22,22,,null,22
Insurance,Ambac,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,,,,null,null,TRUE,null,12,22,22,,null,22
Legal Services,Myler Disability,American Fork,Utah,USA,40.3768954,-111.7957645,8,4,-5,-5,,,,null,null,null,TRUE,,22,22,,null,22
Media,Fortune Magazine,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,,,,null,null,null,null,3,22,22,,null,22
Media,Cartoon Network,Atlanta,Georgia,USA,33.7489954,-84.3879824,10,2,-5,-5,,,,TRUE,null,TRUE,TRUE,,22,22,,null,22
Advertising and Creative Services,Cimpress,Venlo,,Netherlands,51.3703748,6.1724031,10,-5,2,-5,,,,null,null,null,null,,23,23,,null,23
Other,Open Society Foundations,New York,New York,USA,40.7127753,-74.0059728,24,-5,24,24,,,,null,null,null,null,,23,23,,null,23
Other,Bill and Melinda Gates Foundation,Seattle,Washington,USA,47.6062095,-122.3320708,52,-5,52,2,,,,null,null,null,null,52,23,23,,null,23
Advertising and Creative Services,Smart Design,New York,New York,USA,40.7127753,-74.0059728,12,1,2,-5,,,,null,null,TRUE,null,,23,23,,null,23
Telecommunications,Windstream Communications,Little Rock,Arkansas,USA,34.7464809,-92.2895948,6,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,1,23,23,,null,23
Healthcare,Rush University Medical Center,Chicago,Illinois,USA,41.8781136,-87.6297982,6,6,-5,-5,,,,TRUE,null,null,TRUE,,24,24,,null,24
Healthcare,Parallon,Nashville,Tennessee,USA,36.1626638,-86.7816016,6,-5,-5,-5,,,,TRUE,null,null,TRUE,2,24,24,,null,24
Healthcare,Aurora Health Care,Milwaukee,Wisconsin,USA,43.0389025,-87.9064736,6,6,-5,-5,,,,TRUE,null,null,TRUE,,24,24,,null,24
Healthcare,Bio-Rad Laboratories,Hercules,California,USA,38.0171441,-122.2885808,4,8,-5,-5,,,,TRUE,null,TRUE,TRUE,,24,24,,null,24
Healthcare,Banfield Pet Hospital,Vancouver,Washington,USA,45.6318397,-122.6716063,5,7,-5,-5,,,,TRUE,null,TRUE,TRUE,,24,24,,null,24
Healthcare,Evolent Health,Arlington,Virginia,USA,38.8816208,-77.0909809,8,4,-5,-5,,,,TRUE,null,TRUE,TRUE,,24,24,,null,24
Healthcare,Catholic Health Initiatives,Englewood,Colorado,USA,39.6477653,-104.9877597,6,6,-5,-5,,,,TRUE,null,FALSE,TRUE,,24,24,,null,24
Consulting Services,Abt Associates,Cambridge,Massachusetts,USA,42.3736158,-71.1097335,0,6,-5,-5,,,,TRUE,null,null,null,3,24,24,,null,24
Healthcare,Baptist Health South Florida,South Miami,Florida,USA,25.7050697,-80.2907618,5,7,-5,-5,,,,TRUE,null,null,TRUE,2,24,24,,null,24
Healthcare,Carestream,Rochester,New York,USA,43.16103,-77.6109219,6,-5,-5,-5,,,,TRUE,null,null,FALSE,2,24,24,,null,24
Healthcare,Baptist Health Kentucky,Louisville,Kentucky,USA,38.2526647,-85.7584557,-5,12,-5,-5,,,,TRUE,null,null,FALSE,12,24,24,,null,24
